NAME,RTG,TEAM,DEP,WEEK,TGTS,REC,REC YDS,REC TD,ATT,YDS,TD
Davante Adams,91,GB,1,1,17,14,156,2,0,0,0
Calvin Ridley,85,ATL,2,1,12,9,130,2,1,-1,0
Adam Thielen,89,MIN,1,1,8,6,110,2,0,0,0
Darius Slayton,77,NYG,1,1,9,6,102,2,0,0,0
JuJu Smith-Schuster,89,PIT,1,1,6,6,69,2,0,0,0
Jamison Crowder,83,NYJ,1,1,13,7,115,1,0,0,0
Robby Anderson,81,CAR,2,1,8,6,114,1,0,0,0
Julio Jones,99,ATL,1,1,12,9,157,0,0,0,0
Marquez Valdes-Scantling,74,GB,3,1,6,4,96,1,0,0,0
D.K. Metcalf,80,SEA,2,1,8,4,95,1,0,0,0
DeAndre Hopkins,99,ARI,1,1,16,14,151,0,0,0,0
Sammy Watkins,80,KC,3,1,9,7,82,1,1,3,0
Allen Lazard,72,GB,2,1,4,4,63,1,1,19,0
Anthony Miller,73,CHI,2,1,6,4,76,1,0,0,0
John Brown,79,BUF,2,1,10,6,70,1,0,0,0
Willie Snead,81,BAL,3,1,4,4,64,1,0,0,0
Robert Woods,88,LAR,1,1,8,6,105,0,1,14,0
Russell Gage,67,ATL,3,1,12,9,114,0,0,0,0
Will Fuller,79,HOU,1,1,10,8,112,0,0,0,0
Keelan Cole,73,JAX,5,1,5,5,47,1,0,0,0
Laviska Shenault Jr,69,JAX,2,1,4,3,37,1,2,10,0
Tyreek Hill,93,KC,1,1,6,5,46,1,0,0,0
Corey Davis,76,TEN,2,1,8,7,101,0,0,0,0
Marquise Brown,80,BAL,1,1,6,5,101,0,0,0,0
James Washington,76,PIT,3,1,3,2,34,1,0,0,0
Tyler Lockett,91,SEA,1,1,8,8,92,0,0,0,0
Stefon Diggs,91,BUF,1,1,9,8,86,0,0,0,0
D.J. Chark,84,JAX,1,1,3,3,25,1,0,0,0
Nelson Agholor,77,LV,4,1,1,1,23,1,0,0,0
Danny Amendola,82,DET,3,1,7,5,81,0,0,0,0
Amari Cooper,94,DAL,1,1,14,10,81,0,0,0,0
Parris Campbell,72,IND,2,1,9,6,71,0,1,9,0
Julian Edelman,84,NE,1,1,7,5,57,0,1,23,0
Scott Miller,72,TB,3,1,6,5,73,0,1,6,0
Chris Godwin,89,TB,1,1,7,6,79,0,0,0,0
Emmanuel Sanders,86,NO,2,1,5,3,15,1,0,0,0
Allen Robinson,89,CHI,1,1,9,5,74,0,1,-1,0
Mike Williams,78,LAC,2,1,9,4,69,0,0,0,0
Henry Ruggs III,75,LV,1,1,5,3,55,0,2,11,0
Mike Evans,90,TB,2,1,4,1,2,1,0,0,0
Terry McLaurin,81,WAS,1,1,7,5,61,0,0,0,0
Javon Wims,70,CHI,5,1,2,1,1,1,0,0,0
Jarvis Landry,87,CLE,2,1,6,5,61,0,0,0,0
CeeDee Lamb,76,DAL,3,1,6,5,59,0,0,0,0
Cole Beasley,83,BUF,3,1,7,4,58,0,0,0,0
Olabisi Johnson,70,MIN,3,1,4,3,56,0,0,0,0
Jerry Jeudy,77,DEN,2,1,8,4,56,0,0,0,0
Marvin Jones,86,DET,2,1,8,4,55,0,0,0,0
Jalen Reagor,70,PHI,2,1,4,1,55,0,0,0,0
D.J. Moore,81,CAR,1,1,9,4,54,0,0,0,0
T.Y. Hilton,88,IND,1,1,9,4,53,0,0,0,0
AJ Green,91,CIN,1,1,9,5,51,0,0,0,0
Michael Gallup,83,DAL,2,1,5,3,50,0,0,0,0
Steven Sims Jr.,71,WAS,2,1,3,3,50,0,0,0,0
Chase Claypool,67,PIT,4,1,2,2,39,0,1,8,0
Sterling Shepard,84,NYG,2,1,6,6,47,0,0,0,0
Devante Parker,83,MIA,1,1,4,4,47,0,0,0,0
Adam Humphries,80,TEN,3,1,7,6,47,0,0,0,0
DeSean Jackson,85,PHI,1,1,7,2,46,0,0,0,0
Curtis Samuel,79,CAR,3,1,8,5,38,0,1,5,0
Quintez Cephus,67,DET,4,1,10,3,43,0,0,0,0
Preston Williams,68,MIA,2,1,7,2,41,0,0,0,0
Cooper Kupp,92,LAR,2,1,5,4,40,0,0,0,0
David Moore,73,SEA,4,1,3,3,28,0,1,12,0
A.J. Brown,78,TEN,1,1,8,5,39,0,0,0,0
Darnell Mooney,67,CHI,7,1,3,3,38,0,0,0,0
Keenan Allen,94,LAC,1,1,8,4,37,0,0,0,0
Diontae Johnson,77,PIT,2,1,10,6,57,0,0,0,0
Miles Boykin,69,BAL,2,1,4,3,37,0,0,0,0
Kendrick Bourne,78,SF,3,1,5,2,34,0,0,0,0
Larry Fitzgerald,85,ARI,3,1,5,4,34,0,0,0,0
Tyler Boyd,82,CIN,2,1,5,4,33,0,0,0,0
Cordarrelle Patterson,79,CHI,4,1,1,1,12,0,4,19,0
Greg Ward,72,PHI,2,1,7,5,31,0,0,0,0
Van Jefferson,68,LAR,4,1,3,1,31,0,0,0,0
Tim Patrick,68,DEN,5,1,5,4,29,0,0,0,0
Deonte Harris,67,NO,4,1,1,1,17,0,1,9,0
Marvin Hall,68,DET,5,1,2,1,26,0,0,0,0
Justin Jefferson,75,MIN,2,1,3,2,26,0,0,0,0
Jakeem Grant,73,MIA,3,1,3,3,25,0,0,0,0
Randall Cobb,79,HOU,3,1,3,2,23,0,0,0,0
Odell Beckham Jr,92,CLE,1,1,10,3,22,0,0,0,0
Hunter Renfrow,75,LV,2,1,2,2,21,0,0,0,0
Dontrelle Inman,74,WAS,4,1,5,2,21,0,0,0,0
Demarcus Robinson,78,KC,4,1,6,3,20,0,0,0,0
Brandin Cooks,83,HOU,2,1,5,2,20,0,0,0,0
N'Keal Harry,76,NE,2,1,6,5,39,0,0,0,0
Zach Pascal,71,IND,4,1,3,2,18,0,0,0,0
Daesean Hamilton,71,DEN,4,1,3,1,18,0,0,0,0
CJ Board,69,NYG,7,1,2,2,17,0,0,0,0
Freddie Swain,67,SEA,7,1,1,1,17,0,0,0,0
Breshad Perriman,78,NYJ,2,1,5,3,17,0,0,0,0
Isaiah McKenzie,72,BUF,6,1,3,3,17,0,0,0,0
Josh Reynolds,74,LAR,3,1,1,1,17,0,0,0,0
John Ross,74,CIN,3,1,5,2,17,0,0,0,0
Mike Thomas,67,CIN,7,1,3,2,17,0,0,0,0
Michael Thomas,96,NO,1,1,5,3,17,0,0,0,0
Jalen Guyton,67,LAC,5,1,1,1,16,0,0,0,0
Gabriel Davis,72,BUF,5,1,2,2,16,0,0,0,0
Collin Johnson,67,JAX,7,1,1,1,14,0,0,0,0
Isaiah Ford,73,MIA,4,1,5,2,13,0,0,0,0
Devin Duvernay,72,BAL,4,1,1,1,12,0,0,0,0
Khadarel Hodge,67,CLE,5,1,3,1,12,0,0,0,0
Michael Pittman Jr,72,IND,3,1,2,2,10,0,0,0,0
Bryan Edwards,71,LV,3,1,1,1,9,0,0,0,0
Rashard Higgins,71,CLE,3,1,1,1,9,0,0,0,0
Deandre Carter,68,HOU,7,1,2,1,8,0,0,0,0
Tyrie Cleveland,67,DEN,7,1,1,1,7,0,0,0,0
Trent Taylor,75,SF,5,1,5,2,7,0,0,0,0
Mecole Hardman,75,KC,2,1,1,1,6,0,0,0,0
Justin Watson,67,TB,4,1,2,1,6,0,0,0,0
Chris Conley,77,JAX,4,1,1,1,6,0,0,0,0
Seth Roberts,78,CAR,4,1,2,1,5,0,0,0,0
Tre'Quan Smith,73,NO,3,1,1,1,4,0,0,0,0
Calvin Ridley,84,ATL,2,2,10,7,109,2,0,0,0
Stefon Diggs,91,BUF,1,2,13,8,153,1,0,0,0
Terry McLaurin,81,WAS,1,2,10,7,125,1,0,0,0
Julian Edelman,87,NE,1,2,11,8,179,0,0,0,0
Mike Evans,89,TB,2,2,10,7,104,1,0,0,0
Tyreek Hill,94,KC,1,2,11,5,99,1,1,9,0
Diontae Johnson,74,PIT,2,2,13,8,92,1,0,0,0
D.K. Metcalf,82,SEA,2,2,6,4,92,1,0,0,0
DeAndre Hopkins,97,ARI,1,2,9,8,68,1,0,0,0
Tyler Boyd,80,CIN,2,2,8,7,72,1,0,0,0
Chase Claypool,67,PIT,4,2,3,3,88,1,0,0,0
John Brown,83,BUF,2,2,6,4,82,1,0,0,0
Tyler Lockett,86,SEA,1,2,8,7,67,1,0,0,0
D.J. Moore,81,CAR,1,2,13,8,120,0,0,0,0
Odell Beckham Jr,88,CLE,1,2,6,4,74,1,0,0,0
Braxton Berrios,68,NYJ,6,2,8,6,59,1,0,0,0
Keelan Cole,75,JAX,5,2,7,6,58,1,0,0,0
CeeDee Lamb,76,DAL,3,2,9,6,106,0,1,9,0
Devante Parker,81,MIA,1,2,8,5,53,1,0,0,0
Russell Gage,68,ATL,3,2,9,6,46,1,0,0,0
Robby Anderson,81,CAR,2,2,10,9,109,0,0,0,0
Adam Humphries,79,TEN,3,2,6,5,48,1,0,0,0
Keenan Allen,88,LAC,1,2,10,7,96,0,0,0,0
Amari Cooper,94,DAL,1,2,9,6,100,0,0,0,0
David Moore,76,SEA,4,2,3,3,48,1,0,0,0
Brandin Cooks,88,HOU,2,2,8,5,95,0,0,0,0
N'Keal Harry,73,NE,2,2,12,8,72,0,0,0,0
Isaiah Ford,72,MIA,4,2,9,7,76,0,0,0,0
Corey Davis,78,TEN,2,2,5,3,36,1,0,0,0
Mike Thomas,67,CIN,7,2,4,4,31,1,0,0,0
Darnell Mooney,67,CHI,7,2,3,3,36,1,0,0,0
Tre'Quan Smith,77,NO,3,2,7,5,86,0,0,0,0
Chris Hogan,74,NYJ,4,2,8,6,75,0,0,0,0
Cooper Kupp,86,LAR,2,2,6,5,81,0,2,19,0
D.J. Chark,79,JAX,1,2,4,4,84,0,0,0,0
Robert Woods,85,LAR,1,2,5,2,14,0,3,19,1
Marvin Jones,84,DET,2,2,6,4,23,1,0,0,0
Damiere Byrd,73,NE,4,2,9,6,72,0,0,0,0
Cole Beasley,80,BUF,3,2,6,5,70,0,0,0,0
DeSean Jackson,84,PHI,1,2,9,6,64,0,0,0,0
Zach Pascal,72,IND,4,2,4,3,19,1,0,0,0
Marvin Hall,74,DET,5,2,2,1,24,1,0,0,0
Kendrick Bourne,76,SF,3,2,5,4,67,0,0,0,0
Laviska Shenault Jr,69,JAX,2,2,4,3,35,0,5,37,0
Freddie Swain,67,SEA,7,2,1,1,21,1,0,0,0
Larry Fitzgerald,84,ARI,3,2,7,7,50,0,0,0,0
Randall Cobb,79,HOU,3,2,6,5,59,0,0,0,0
JuJu Smith-Schuster,83,PIT,1,2,8,7,48,0,0,0,0
Jerry Jeudy,77,DEN,2,2,7,4,62,0,0,0,0
Courtland Sutton,86,DEN,1,2,6,3,66,0,0,0,0
Zay Jones,76,LV,5,2,1,1,15,1,0,0,0
Marquez Valdes-Scantling,75,GB,3,2,7,3,64,0,0,0,0
Jalen Guyton,67,LAC,5,2,2,1,14,1,0,0,0
Andy Isabella,70,ARI,4,2,2,2,67,0,0,0,0
K.J. Hamler,69,DEN,3,2,7,3,48,0,1,9,0
Golden Tate,84,NYG,3,2,5,5,47,0,0,0,0
Gabriel Davis,72,BUF,5,2,1,1,6,1,1,0,0
Christian Kirk,81,ARI,2,2,4,2,57,0,1,3,0
Quintez Cephus,67,DET,4,2,3,3,54,0,0,0,0
Chris Conley,76,JAX,4,2,7,4,48,0,0,0,0
Michael Gallup,79,DAL,2,2,5,2,58,0,0,0,0
Marquise Brown,77,BAL,1,2,6,5,42,0,0,0,0
Van Jefferson,68,LAR,4,2,5,4,45,0,1,-1,0
Mecole Hardman,72,KC,2,2,3,2,30,0,1,3,0
Jalen Reagor,70,PHI,2,2,4,4,41,0,0,0,0
Jarvis Landry,82,CLE,2,2,3,3,46,0,0,0,0
Allen Lazard,73,GB,2,2,5,3,45,0,0,0,0
Justin Jefferson,75,MIN,2,2,3,3,44,0,0,0,0
Justin Watson,67,TB,4,2,3,2,48,0,0,0,0
Miles Boykin,71,BAL,2,2,5,4,38,0,0,0,0
Michael Pittman Jr,72,IND,3,2,6,4,37,0,0,0,0
Isaiah McKenzie,73,BUF,6,2,2,2,47,0,0,0,0
Hunter Renfrow,73,LV,2,2,3,3,37,0,0,0,0
Bryan Edwards,71,LV,3,2,2,2,42,0,0,0,0
Preston Williams,70,MIA,2,2,5,1,26,0,0,0,0
Davante Adams,97,GB,1,2,3,3,36,0,0,0,0
Tee Higgins,73,CIN,4,2,6,3,35,0,0,0,0
Deonte Harris,68,NO,4,2,5,3,23,0,1,11,0
Khadarel Hodge,67,CLE,5,2,2,2,39,0,0,0,0
Curtis Samuel,78,CAR,3,2,2,2,13,0,4,26,0
Josh Malone,67,NYJ,2,2,6,4,16,0,1,12,0
Darius Slayton,81,NYG,1,2,6,3,33,0,0,0,0
Allen Robinson,91,CHI,1,2,9,3,33,0,0,0,0
Steven Sims Jr.,70,WAS,2,2,5,3,53,0,0,0,0
CJ Board,68,NYG,7,2,3,3,32,0,0,0,0
Cameron Batson,67,TEN,5,2,2,2,26,0,1,11,0
Adam Thielen,92,MIN,1,2,8,3,31,0,0,0,0
Sterling Shepard,84,NYG,2,2,4,2,29,0,1,6,0
AJ Green,87,CIN,1,2,13,3,29,0,0,0,0
T.Y. Hilton,87,IND,1,2,5,3,28,0,0,0,0
Demarcus Robinson,79,KC,4,2,4,3,28,0,0,0,0
Josh Reynolds,77,LAR,3,2,2,2,33,0,0,0,0
Cordarrelle Patterson,77,CHI,4,2,2,2,8,0,7,25,0
Willie Snead,75,BAL,3,2,2,2,29,0,0,0,0
Noah Brown,72,DAL,6,2,2,2,28,0,0,0,0
James Washington,80,PIT,3,2,5,3,22,0,0,0,0
Tim Patrick,72,DEN,5,2,5,2,24,0,0,0,0
Julio Jones,96,ATL,1,2,4,2,24,0,0,0,0
Danny Amendola,79,DET,3,2,7,2,21,0,0,0,0
Brandon Aiyuk,70,SF,2,2,3,2,21,0,0,0,0
Olabisi Johnson,71,MIN,3,2,3,1,24,0,0,0,0
Javon Wims,71,CHI,5,2,2,2,17,0,0,0,0
Dontrelle Inman,74,WAS,4,2,5,2,17,0,0,0,0
Kenny Stills,81,HOU,4,2,3,2,16,0,0,0,0
Nelson Agholor,76,LV,4,2,1,1,19,0,0,0,0
Devin Duvernay,72,BAL,4,2,1,1,19,0,0,0,0
Mike Williams,82,LAC,2,2,4,2,14,0,0,0,0
Emmanuel Sanders,87,NO,2,2,3,1,18,0,0,0,0
Breshad Perriman,73,NYJ,2,2,2,2,12,0,0,0,0
Scott Miller,67,TB,3,2,3,2,11,0,1,1,0
Trent Taylor,77,SF,5,2,3,2,10,0,0,0,0
Sammy Watkins,82,KC,3,2,3,1,11,0,0,0,0
Olamide Zaccheaus,67,ATL,5,2,1,1,10,0,0,0,0
Jakobi Meyers,71,NE,3,2,1,1,7,0,0,0,0
Ashton Dulin,67,IND,6,2,1,1,6,0,0,0,0
Daesean Hamilton,68,DEN,4,2,3,1,5,0,0,0,0
Greg Ward,67,PHI,2,2,1,1,5,0,0,0,0
Henry Ruggs III,75,LV,1,2,3,1,4,0,0,0,0
Joe Reed,67,LAC,3,2,0,0,0,0,1,8,0
Antonio Gandy-Golden,67,WAS,3,2,1,1,3,0,0,0,0
Parris Campbell,74,IND,2,2,0,0,0,0,1,7,0
Jakeem Grant,75,MIA,3,2,1,1,2,0,0,0,0
Jamal Agnew,68,DET,2,2,1,1,0,0,0,0,0
Lynn Bowden,67,MIA,3,2,1,1,-1,0,0,0,0
Keke Coutee,73,HOU,5,2,2,2,11,0,0,0,0
Tyler Lockett,87,SEA,1,3,13,9,100,3,0,0,0
Justin Jefferson,84,MIN,1,3,9,7,175,1,0,0,0
Keenan Allen,92,LAC,1,3,19,13,132,1,0,0,0
Allen Robinson,87,CHI,1,3,13,10,123,1,0,0,0
Cedrick Wilson,72,DAL,2,3,7,5,107,2,0,0,0
Allen Lazard,67,GB,1,3,8,6,146,1,1,-2,0
Michael Gallup,79,DAL,1,3,9,6,138,1,0,0,0
Cooper Kupp,88,LAR,1,3,10,9,107,1,0,0,0
DeAndre Hopkins,99,ARI,1,3,12,10,137,0,0,0,0
Tyler Boyd,86,CIN,1,3,13,10,125,0,0,0,0
Robert Woods,88,LAR,1,3,6,5,74,1,3,30,0
Tyreek Hill,96,KC,1,3,6,5,77,1,2,25,0
Brandon Aiyuk,70,SF,1,3,8,5,70,0,3,31,1
Tee Higgins,76,CIN,1,3,9,5,40,2,0,0,0
Greg Ward,72,PHI,,3,11,8,72,1,1,-6,0
Hunter Renfrow,77,LV,1,3,9,6,84,1,0,0,0
Andy Isabella,69,ARI,2,3,4,4,47,2,1,-6,0
Randall Cobb,80,HOU,3,3,4,4,95,1,0,0,0
D.K. Metcalf,87,SEA,1,3,8,4,110,1,0,0,0
Dontrelle Inman,75,WAS,1,3,6,3,38,2,0,0,0
Mecole Hardman,79,KC,2,3,6,4,81,1,0,0,0
Kenny Golladay,82,DET,3,3,7,6,57,1,0,0,0
Amari Cooper,92,DAL,1,3,12,9,86,0,0,0,0
Chris Godwin,87,TB,1,3,6,5,64,1,0,0,0
Calvin Ridley,89,ATL,1,3,13,5,110,0,1,7,0
Braxton Berrios,72,NYJ,2,3,4,4,64,1,0,0,0
JuJu Smith-Schuster,81,PIT,1,3,5,4,43,1,0,0,0
Cole Beasley,86,BUF,1,3,7,6,100,0,0,0,0
Emmanuel Sanders,86,NO,1,3,5,4,56,1,0,0,0
Will Fuller,87,HOU,1,3,5,4,54,1,0,0,0
Stefon Diggs,94,BUF,1,3,6,4,49,1,0,0,0
Kalif Raymond,69,TEN,2,3,3,3,118,0,1,-3,0
Tim Patrick,77,DEN,1,3,4,4,43,1,0,0,0
Mike Evans,90,TB,1,3,4,2,2,2,0,0,0
Sammy Watkins,79,KC,1,3,8,7,62,0,0,0,0
Anthony Miller,76,CHI,1,3,5,2,41,1,1,9,0
Terry McLaurin,91,WAS,1,3,8,4,83,0,1,3,0
Adam Thielen,90,MIN,1,3,5,3,29,1,1,4,0
Gabriel Davis,72,BUF,2,3,4,4,81,0,0,0,0
Corey Davis,80,TEN,1,3,6,5,69,0,0,0,0
Devante Parker,87,MIA,1,3,5,5,69,0,0,0,0
CeeDee Lamb,79,DAL,1,3,7,5,65,0,1,1,0
Scott Miller,72,TB,2,3,5,3,83,0,0,0,0
Robby Anderson,85,CAR,1,3,5,5,55,0,0,0,0
Jerry Jeudy,75,DEN,1,3,9,5,55,0,0,0,0
Kendrick Bourne,75,SF,2,3,6,4,63,0,0,0,0
Odell Beckham Jr,93,CLE,1,3,6,4,59,0,0,0,0
Curtis Samuel,85,CAR,2,3,4,4,45,0,4,7,0
Devin Duvernay,72,BAL,1,3,3,2,7,0,0,0,0
Preston Williams,72,MIA,2,3,2,2,7,1,0,0,0
AJ Green,82,CIN,1,3,6,5,36,0,0,0,0
James Washington,78,PIT,2,3,7,5,36,0,0,0,0
Golden Tate,78,NYG,1,3,7,5,36,0,0,0,0
D.J. Moore,81,CAR,1,3,4,2,65,0,0,0,0
Laviska Shenault Jr,78,JAX,1,3,6,5,33,0,1,1,0
Keelan Cole,75,JAX,1,3,5,4,43,0,0,0,0
Tre'Quan Smith,74,NO,3,3,6,4,42,0,0,0,0
T.Y. Hilton,82,IND,1,3,3,3,52,0,0,0,0
Adam Humphries,76,TEN,1,3,7,4,41,0,1,0,0
Marvin Jones,86,DET,1,3,3,3,51,0,0,0,0
Olamide Zaccheaus,67,ATL,5,3,6,4,41,0,0,0,0
Josh Reynolds,73,LAR,1,3,5,4,60,0,0,0,0
Jarvis Landry,87,CLE,1,3,4,4,36,0,0,0,0
Isaiah Wright,73,WAS,1,3,6,4,24,0,1,6,0
Bryan Edwards,71,LV,2,3,3,2,48,0,0,0,0
Kenny Stills,85,HOU,4,3,4,3,35,0,0,0,0
Chris Conley,75,JAX,2,3,8,3,34,0,0,0,0
Darius Slayton,77,NYG,1,3,7,3,53,0,0,0,0
Zay Jones,78,LV,2,3,3,3,32,0,0,0,0
K.J. Hamler,69,DEN,2,3,5,3,30,0,1,-2,0
Jakeem Grant,74,MIA,1,3,1,1,19,0,1,29,0
Damiere Byrd,72,NE,1,3,3,3,27,0,0,0,0
Brandon Powell,67,ATL,2,3,4,3,27,0,0,0,0
Michael Pittman Jr,72,IND,1,3,4,3,26,0,0,0,0
N'Keal Harry,74,NE,1,3,4,2,34,0,1,2,0
Lawrence Cager,67,NYJ,3,3,4,2,35,0,0,0,0
Zach Pascal,72,IND,1,3,4,2,34,0,0,0,0
Brandin Cooks,86,HOU,1,3,5,3,23,0,0,0,0
Nelson Agholor,78,LV,1,3,3,2,32,0,0,0,0
Auden Tate,79,CIN,5,3,4,2,29,0,0,0,0
Deontay Burnett,68,PHI,2,3,4,3,19,0,0,0,0
Russell Gage,69,ATL,1,3,3,2,26,0,0,0,0
KeeSean Johnson,67,ARI,2,3,7,2,24,0,0,0,0
Jalen Guyton,67,LAC,2,3,3,2,23,0,0,0,0
Daurice Fountain,70,IND,2,3,2,2,23,0,0,0,0
Julian Edelman,79,NE,1,3,6,2,23,0,1,-1,0
Jamal Agnew,67,DET,2,3,2,2,20,0,1,2,0
Damion Ratley,67,NYG,3,3,2,1,29,0,0,0,0
John Hightower,67,PHI,2,3,3,2,19,0,0,0,0
Darnell Mooney,67,CHI,1,3,5,2,19,0,0,0,0
Ted Ginn,74,CHI,3,3,3,1,29,0,0,0,0
Seth Roberts,77,CAR,4,3,3,2,16,0,0,0,0
Isaiah Ford,68,MIA,3,3,2,2,14,0,0,0,0
Chase Claypool,67,PIT,2,3,4,1,24,0,0,0,0
Marquise Brown,78,BAL,2,3,6,2,13,0,0,0,0
DeSean Jackson,77,PHI,1,3,4,2,11,0,0,0,0
Trent Taylor,76,SF,3,3,1,1,20,0,0,0,0
Mike Thomas,67,CIN,2,3,2,2,9,0,0,0,0
Danny Amendola,81,DET,1,3,4,1,18,0,0,0,0
Mike Williams,79,LAC,1,3,1,1,17,0,0,0,0
K.J. Hill,67,LAC,,3,4,1,15,0,0,0,0
Deonte Harris,67,NO,3,3,3,2,5,0,0,0,0
Willie Snead,78,BAL,1,3,2,2,4,0,0,0,0
Freddie Swain,67,SEA,2,3,1,1,13,0,0,0,0
Antonio Gandy-Golden,67,WAS,3,3,2,0,0,0,1,22,0
Isaiah McKenzie,69,BUF,2,3,2,1,6,0,1,4,0
Mohamed Sanu,79,DET,1,3,1,1,9,0,0,0,0
CJ Board,67,NYG,3,3,2,1,9,0,0,0,0
Noah Brown,69,DAL,2,3,2,1,9,0,0,0,0
Miles Boykin,73,BAL,1,3,2,1,8,0,0,0,0
Diontae Spencer,67,DEN,2,3,1,1,7,0,0,0,0
Chad Beebe,68,MIN,2,3,1,1,7,0,0,0,0
Marquez Valdes-Scantling,70,GB,2,3,4,1,5,0,0,0,0
Dede Westbrook,75,JAX,3,3,1,1,4,0,0,0,0
Collin Johnson,67,JAX,3,3,2,1,3,0,0,0,0
Isaiah Zuber,67,NE,,3,0,0,0,0,1,13,0
Cordarrelle Patterson,74,CHI,2,3,0,0,0,0,4,13,0
David Moore,76,SEA,1,3,1,1,2,0,0,0,0
Larry Fitzgerald,77,ARI,1,3,3,1,0,0,0,0,0
Diontae Johnson,77,PIT,1,3,2,0,0,0,1,9,0
Jojo Natson,67,CLE,6,3,0,0,0,0,1,3,0
Odell Beckham Jr,93,CLE,1,4,8,5,81,2,2,73,1
Amari Cooper,92,DAL,1,4,16,12,134,1,0,0,0
D.J. Chark,83,JAX,1,4,9,8,95,2,0,0,0
Adam Thielen,90,MIN,1,4,10,8,114,1,1,8,0
CeeDee Lamb,79,DAL,1,4,7,5,79,2,1,3,0
Mike Evans,90,TB,1,4,8,7,122,1,0,0,0
Tim Patrick,77,DEN,1,4,7,6,113,1,0,0,0
Allen Robinson,87,CHI,1,4,10,7,101,1,0,0,0
Will Fuller,87,HOU,1,4,7,6,108,1,0,0,0
Terry McLaurin,91,WAS,1,4,14,10,118,0,0,0,0
Tre'Quan Smith,74,NO,3,4,4,4,54,2,0,0,0
Devante Parker,87,MIA,1,4,12,10,110,0,0,0,0
Scott Miller,72,TB,2,4,7,5,83,1,0,0,0
David Moore,76,SEA,1,4,4,3,95,1,0,0,0
Robby Anderson,85,CAR,1,4,11,8,99,0,0,0,0
Cooper Kupp,88,LAR,1,4,7,5,69,1,1,-2,0
Stefon Diggs,94,BUF,1,4,7,6,115,0,0,0,0
Jamison Crowder,79,NYJ,1,4,10,7,104,0,0,0,0
Olamide Zaccheaus,67,ATL,5,4,9,8,86,0,0,0,0
Tyler Boyd,86,CIN,1,4,8,7,90,0,1,4,0
Tyreek Hill,96,KC,1,4,6,4,64,1,0,0,0
Kenny Golladay,82,DET,3,4,8,4,62,1,0,0,0
Emmanuel Sanders,86,NO,1,4,9,6,93,0,0,0,0
Jeff Smith,67,NYJ,2,4,9,7,81,0,0,0,0
D.K. Metcalf,87,SEA,1,4,6,4,106,0,0,0,0
Nelson Agholor,78,LV,1,4,4,4,44,1,0,0,0
Justin Jefferson,84,MIN,1,4,5,4,103,0,0,0,0
Jalen Guyton,67,LAC,2,4,1,1,72,1,0,0,0
Keenan Allen,92,LAC,1,4,11,8,62,0,0,0,0
Laviska Shenault Jr,78,JAX,1,4,6,5,86,0,1,5,0
Jerry Jeudy,75,DEN,1,4,4,2,61,1,0,0,0
Travis Fulgham,67,PHI,2,4,3,2,57,1,0,0,0
Brandon Aiyuk,70,SF,1,4,5,2,18,0,1,38,1
Damiere Byrd,72,NE,1,4,10,5,80,0,0,0,0
Tee Higgins,76,CIN,1,4,7,4,77,0,1,13,0
Mecole Hardman,79,KC,2,4,4,4,27,1,0,0,0
Marquise Brown,78,BAL,2,4,8,4,86,0,0,0,0
Tyron Johnson,71,LAC,2,4,1,1,53,1,0,0,0
Cole Beasley,86,BUF,1,4,4,3,32,1,0,0,0
Kenny Stills,85,HOU,4,4,4,2,39,1,0,0,0
DeAndre Hopkins,99,ARI,1,4,9,7,41,0,0,0,0
N'Keal Harry,74,NE,1,4,6,3,21,1,0,0,0
Christian Kirk,78,ARI,1,4,5,3,19,1,0,0,0
Hunter Renfrow,77,LV,1,4,8,5,57,0,0,0,0
Darnell Mooney,67,CHI,1,4,9,5,52,0,1,-3,0
Jarvis Landry,87,CLE,1,4,6,5,48,0,0,0,0
Robert Woods,88,LAR,1,4,7,6,36,0,1,2,0
Gabriel Davis,72,BUF,2,4,1,1,26,1,0,0,0
D.J. Moore,81,CAR,1,4,6,4,49,0,0,0,0
Isaiah Ford,68,MIA,3,4,10,4,48,0,0,0,0
Zach Pascal,72,IND,1,4,8,3,58,0,0,0,0
Keelan Cole,75,JAX,1,4,5,4,46,0,0,0,0
Marquez Valdes-Scantling,70,GB,2,4,8,4,45,0,0,0,0
Noah Brown,69,DAL,2,4,4,4,43,0,0,0,0
John Brown,81,BUF,1,4,5,4,42,0,0,0,0
Justin Watson,67,TB,2,4,6,4,40,0,0,0,0
Greg Ward,72,PHI,,4,7,4,38,0,0,0,0
Curtis Samuel,85,CAR,2,4,4,3,51,0,2,-3,0
Darius Slayton,77,NYG,1,4,7,3,48,0,0,0,0
Danny Amendola,81,DET,1,4,3,2,57,0,0,0,0
Christian Blake,67,ATL,2,4,5,3,47,0,0,0,0
Deebo Samuel,82,SF,1,4,3,3,35,0,1,10,0
Chris Conley,75,JAX,2,4,4,3,44,0,0,0,0
Julio Jones,98,ATL,1,4,4,4,32,0,0,0,0
Zay Jones,78,LV,2,4,7,4,32,0,0,0,0
Isaiah Wright,73,WAS,1,4,5,4,20,0,1,9,0
Dontrelle Inman,75,WAS,1,4,5,4,29,0,0,0,0
Jakeem Grant,74,MIA,1,4,5,3,36,0,0,0,0
Julian Edelman,79,NE,1,4,6,3,35,0,0,0,0
Damion Ratley,67,NYG,3,4,4,3,34,0,0,0,0
