,name,rtg,team,dep,week,tgts,rec,rec yds,rec td,att,yds,td,opponent
429,Damion Ratley,67,NYG,3.0,4,4,3,34,0,0,0,0,LAR
430,Cedrick Wilson,72,DAL,2.0,4,6,3,34,0,0,0,0,CLE
431,Kendrick Bourne,75,SF,2.0,4,6,3,33,0,0,0,0,PHI
432,Sammy Watkins,79,KC,1.0,4,7,4,43,0,0,0,0,NE
433,Chris Hogan,78,NYJ,4.0,4,8,4,23,0,0,0,0,DEN
434,Golden Tate,78,NYG,1.0,4,6,4,20,0,0,0,0,LAR
435,T.Y. Hilton,82,IND,1.0,4,5,3,29,0,0,0,0,CHI
436,Tyler Lockett,87,SEA,1.0,4,4,2,39,0,0,0,0,MIA
437,Randall Cobb,80,HOU,3.0,4,5,2,36,0,0,0,0,MIN
438,Josh Reynolds,73,LAR,1.0,4,4,3,25,0,0,0,0,NYG
439,Freddie Swain,67,SEA,2.0,4,3,2,32,0,0,0,0,MIA
440,Michael Gallup,79,DAL,1.0,4,5,2,29,0,0,0,0,CLE
441,Miles Boykin,73,BAL,1.0,4,4,2,28,0,0,0,0,WAS
442,Anthony Miller,76,CHI,1.0,4,5,3,16,0,0,0,0,IND
443,Preston Williams,72,MIA,2.0,4,3,1,15,0,0,0,0,SEA
444,John Hightower,67,PHI,2.0,4,2,2,22,0,0,0,0,SF
445,Darrius Shepherd,70,GB,2.0,4,3,2,21,0,0,0,0,ATL
446,Willie Snead,78,BAL,1.0,4,2,2,20,0,0,0,0,WAS
447,Russell Gage,69,ATL,1.0,4,3,2,22,0,1,-2,0,GB
448,Isaiah McKenzie,69,BUF,2.0,4,1,1,18,0,2,11,0,LV
449,Cam Sims,67,WAS,1.0,4,2,2,17,0,0,0,0,BAL
450,Marcus Johnson,67,IND,1.0,4,1,1,27,0,0,0,0,CHI
451,Ted Ginn,74,CHI,3.0,4,2,2,11,0,0,0,0,IND
452,Malik Taylor,71,GB,3.0,4,1,1,20,0,0,0,0,ATL
453,Deonte Harris,67,NO,3.0,4,2,1,10,0,2,10,0,DET
454,Alex Erickson,69,CIN,2.0,4,1,1,9,0,1,7,0,JAX
455,Marquez Callaway,67,NO,2.0,4,1,1,16,0,0,0,0,DET
456,Auden Tate,79,CIN,5.0,4,1,1,15,0,0,0,0,JAX
457,Larry Fitzgerald,77,ARI,1.0,4,3,2,4,0,0,0,0,CAR
458,Andy Isabella,69,ARI,2.0,4,3,2,3,0,0,0,0,CAR
459,Gunner Olszewski,67,NE,2.0,4,1,1,11,0,0,0,0,KC
460,Seth Roberts,77,CAR,4.0,4,1,1,10,0,0,0,0,ARI
461,Daesean Hamilton,72,DEN,2.0,4,3,1,9,0,0,0,0,NYJ
462,Marvin Jones,86,DET,1.0,4,2,1,9,0,0,0,0,NO
463,Cordarrelle Patterson,74,CHI,2.0,4,2,1,0,0,3,5,0,IND
464,Mike Thomas,67,CIN,2.0,4,1,1,5,0,0,0,0,JAX
465,Devin Duvernay,72,BAL,1.0,4,2,1,4,0,0,0,0,WAS
466,AJ Green,82,CIN,1.0,4,5,1,3,0,0,0,0,JAX
467,Andre Roberts,73,BUF,2.0,4,1,1,6,0,1,-3,0,LV
468,Jamal Agnew,67,DET,2.0,4,2,1,1,0,1,2,0,NO
469,Isaiah Zuber,67,NE,,4,0,0,0,0,1,8,0,KC
470,Lynn Bowden,67,MIA,3.0,4,0,0,0,0,1,5,0,SEA
471,CJ Board,67,NYG,3.0,4,1,0,0,0,1,3,0,LAR
472,Chase Claypool,67,PIT,2.0,5,11,7,110,3,3,6,1,PHI
473,Travis Fulgham,67,PHI,2.0,5,13,10,152,1,0,0,0,PIT
474,Brandin Cooks,86,HOU,1.0,5,12,8,161,1,0,0,0,JAX
475,Adam Thielen,90,MIN,1.0,5,13,9,80,2,1,3,0,SEA
476,Mike Williams,79,LAC,1.0,5,8,5,109,2,0,0,0,NO
477,D.K. Metcalf,87,SEA,1.0,5,11,6,93,2,0,0,0,MIN
478,Jamison Crowder,79,NYJ,1.0,5,10,8,116,1,0,0,0,ARI
479,DeAndre Hopkins,99,ARI,1.0,5,7,6,131,1,0,0,0,NYJ
480,Emmanuel Sanders,86,NO,1.0,5,14,12,122,0,0,0,0,LAC
481,Calvin Ridley,89,ATL,1.0,5,10,8,136,0,0,0,0,CAR
482,Darius Slayton,77,NYG,1.0,5,11,8,129,0,0,0,0,DAL
483,Preston Williams,72,MIA,2.0,5,5,4,106,1,0,0,0,SF
484,CeeDee Lamb,79,DAL,1.0,5,11,8,124,0,0,0,0,NYG
485,Marquise Brown,78,BAL,2.0,5,10,6,77,1,1,1,0,CIN
486,Henry Ruggs III,78,LV,1.0,5,3,2,118,1,0,0,0,KC
487,Robby Anderson,85,CAR,1.0,5,12,8,112,0,1,3,0,ATL
488,D.J. Moore,81,CAR,1.0,5,5,4,93,1,0,0,0,ATL
489,Allen Robinson,87,CHI,1.0,5,16,10,90,0,0,0,0,TB
490,Tyreek Hill,96,KC,1.0,5,6,3,78,0,3,15,1,LV
491,Robert Woods,88,LAR,1.0,5,5,4,71,1,0,0,0,WAS
492,Will Fuller,87,HOU,1.0,5,8,4,58,1,0,0,0,JAX
493,Mike Evans,90,TB,1.0,5,9,5,41,1,0,0,0,CHI
494,Laviska Shenault Jr,78,JAX,1.0,5,8,7,79,0,0,0,0,HOU
495,Nelson Agholor,78,LV,1.0,5,2,2,67,1,0,0,0,KC
496,Devante Parker,87,MIA,1.0,5,3,2,50,1,0,0,0,SF
497,T.Y. Hilton,82,IND,1.0,5,10,6,69,0,0,0,0,CLE
498,Jarvis Landry,87,CLE,1.0,5,9,4,88,0,0,0,0,IND
499,Christian Kirk,78,ARI,1.0,5,7,5,78,0,0,0,0,NYJ
500,Greg Ward,72,PHI,,5,5,4,26,1,0,0,0,PIT
501,Rashard Higgins,74,CLE,1.0,5,3,3,31,1,0,0,0,IND
502,Collin Johnson,67,JAX,3.0,5,4,3,30,1,0,0,0,HOU
503,Cooper Kupp,88,LAR,1.0,5,8,5,66,0,0,0,0,WAS
504,Curtis Samuel,85,CAR,2.0,5,5,5,36,0,4,28,0,ATL
505,Michael Gallup,79,DAL,1.0,5,4,4,73,0,0,0,0,NYG
506,Kendrick Bourne,75,SF,2.0,5,4,2,30,1,0,0,0,MIA
507,Keenan Allen,92,LAC,1.0,5,2,2,29,1,0,0,0,NO
508,Randall Cobb,80,HOU,3.0,5,6,6,47,0,0,0,0,JAX
509,Keelan Cole,75,JAX,1.0,5,6,2,25,1,1,2,0,HOU
510,Odell Beckham Jr,93,CLE,1.0,5,9,5,58,0,1,-1,0,IND
511,Ray-Ray McCloud,67,PIT,3.0,5,3,3,12,0,2,63,0,PHI
512,Sammy Watkins,79,KC,1.0,5,2,2,24,1,0,0,0,LV
513,Tee Higgins,76,CIN,1.0,5,8,4,62,0,0,0,0,BAL
514,Tyler Johnson,68,TB,1.0,5,6,4,61,0,0,0,0,CHI
515,Tyler Lockett,87,SEA,1.0,5,5,4,44,0,0,0,0,MIN
516,Marcus Johnson,67,IND,1.0,5,3,3,53,0,0,0,0,CLE
517,Tyler Boyd,86,CIN,1.0,5,6,4,42,0,0,0,0,BAL
518,Golden Tate,78,NYG,1.0,5,5,4,42,0,0,0,0,DAL
519,Devin Duvernay,72,BAL,1.0,5,2,2,17,0,1,42,0,CIN
520,Chris Conley,75,JAX,2.0,5,2,2,58,0,0,0,0,HOU
521,Cordarrelle Patterson,74,CHI,2.0,5,3,3,38,0,3,7,0,TB
522,Larry Fitzgerald,77,ARI,1.0,5,7,4,35,0,0,0,0,NYJ
523,Marquez Callaway,67,NO,2.0,5,6,4,34,0,0,0,0,LAC
524,Brandon Aiyuk,70,SF,1.0,5,6,3,44,0,0,0,0,MIA
525,Mecole Hardman,79,KC,2.0,5,3,2,50,0,0,0,0,LV
526,Anthony Miller,76,CHI,1.0,5,4,4,28,0,0,0,0,TB
527,JuJu Smith-Schuster,81,PIT,1.0,5,5,4,28,0,0,0,0,PHI
528,Josh Reynolds,73,LAR,1.0,5,4,2,46,0,0,0,0,WAS
529,Cedrick Wilson,72,DAL,2.0,5,4,4,22,0,0,0,0,NYG
530,John Hightower,67,PHI,2.0,5,6,2,18,0,0,0,0,PIT
531,Terry McLaurin,91,WAS,1.0,5,7,3,26,0,0,0,0,LAR
532,James Washington,78,PIT,2.0,5,4,3,25,0,0,0,0,PHI
533,Jalen Guyton,67,LAC,2.0,5,3,1,49,0,1,-4,0,NO
534,Jeff Smith,67,NYJ,2.0,5,11,3,23,0,0,0,0,ARI
535,Justin Jefferson,84,MIN,1.0,5,5,3,23,0,0,0,0,SEA
536,Hunter Renfrow,77,LV,1.0,5,2,1,42,0,0,0,0,KC
537,Chris Hogan,78,NYJ,4.0,5,3,3,20,0,0,0,0,ARI
538,Andy Isabella,69,ARI,2.0,5,3,2,30,0,0,0,0,NYJ
539,JJ Arcega-Whiteside,71,PHI,3.0,5,1,1,37,0,0,0,0,PIT
540,Ashton Dulin,68,IND,3.0,5,1,1,34,0,1,3,0,CLE
541,D.J. Chark,83,JAX,1.0,5,4,3,16,0,0,0,0,HOU
542,Isaiah Ford,68,MIA,3.0,5,2,2,23,0,0,0,0,SF
543,Jaydon Mickens,67,TB,3.0,5,2,2,22,0,0,0,0,CHI
544,Deebo Samuel,82,SF,1.0,5,8,2,19,0,1,3,0,MIA
545,Amari Cooper,92,DAL,1.0,5,4,2,23,0,1,-2,0,NYG
546,Russell Gage,69,ATL,1.0,5,5,2,16,0,0,0,0,CAR
547,Darnell Mooney,67,CHI,1.0,5,5,2,15,0,0,0,0,TB
548,Zach Pascal,72,IND,1.0,5,2,2,15,0,0,0,0,CLE
549,Freddie Swain,67,SEA,2.0,5,2,2,14,0,0,0,0,MIN
550,Byron Pringle,71,KC,3.0,5,1,1,23,0,0,0,0,LV
551,Bennie Fowler,69,NO,3.0,5,6,2,11,0,0,0,0,LAC
552,Tre'Quan Smith,74,NO,3.0,5,3,2,8,0,0,0,0,LAC
553,Kenny Stills,85,HOU,4.0,5,1,1,14,0,0,0,0,JAX
554,Olabisi Johnson,70,MIN,2.0,5,1,1,13,0,0,0,0,SEA
555,Olamide Zaccheaus,67,ATL,5.0,5,4,1,13,0,0,0,0,CAR
556,Demarcus Robinson,78,KC,2.0,5,4,2,2,0,0,0,0,LV
557,Auden Tate,79,CIN,5.0,5,1,1,12,0,0,0,0,BAL
558,Pharoh Cooper,67,CAR,2.0,5,1,1,12,0,0,0,0,ATL
559,Chad Beebe,68,MIN,2.0,5,2,1,11,0,0,0,0,SEA
560,K.J. Hill,67,LAC,,5,2,1,8,0,0,0,0,NO
561,Trent Sherfield,70,ARI,2.0,5,1,1,6,0,0,0,0,NYJ
562,KeeSean Johnson,67,ARI,2.0,5,1,1,5,0,0,0,0,NYJ
563,Braxton Berrios,72,NYJ,2.0,5,2,0,0,0,1,13,0,ARI
564,Isaiah Wright,73,WAS,1.0,5,1,1,3,0,0,0,0,LAR
565,Zay Jones,78,LV,2.0,5,1,1,2,0,0,0,0,KC
566,Diontae Johnson,77,PIT,1.0,5,1,1,-2,0,0,0,0,PHI
567,Dontrelle Inman,75,WAS,1.0,5,1,1,-2,0,0,0,0,LAR
568,Tyron Johnson,71,LAC,2.0,5,0,0,0,0,1,7,0,NO
569,Jakeem Grant,74,MIA,1.0,5,3,1,6,0,1,-12,0,SF
570,Lynn Bowden,67,MIA,3.0,5,0,0,0,0,3,4,0,SF
571,Justin Jefferson,84,MIN,1.0,6,11,9,166,2,0,0,0,ATL
572,Julio Jones,98,ATL,1.0,6,10,8,137,2,0,0,0,MIN
573,Will Fuller,87,HOU,1.0,6,11,6,123,1,0,0,0,TEN
574,Christian Kirk,78,ARI,1.0,6,3,2,86,2,0,0,0,DAL
575,A.J. Brown,84,TEN,1.0,6,7,5,56,2,0,0,0,HOU
576,Brandin Cooks,86,HOU,1.0,6,9,9,68,1,0,0,0,TEN
577,Amari Cooper,92,DAL,1.0,6,10,7,79,1,0,0,0,ARI
578,Keelan Cole,75,JAX,1.0,6,9,6,143,0,0,0,0,DET
579,Travis Fulgham,67,PHI,2.0,6,10,6,75,1,0,0,0,BAL
580,Calvin Ridley,89,ATL,1.0,6,7,6,61,1,1,8,0,MIN
581,Tee Higgins,76,CIN,1.0,6,8,6,125,0,1,2,0,IND
582,Adam Humphries,76,TEN,1.0,6,6,6,64,1,0,0,0,HOU
583,Chase Claypool,67,PIT,2.0,6,4,4,74,0,2,7,1,CLE
584,Deebo Samuel,82,SF,1.0,6,6,6,66,1,1,-6,0,LAR
585,AJ Green,82,CIN,1.0,6,11,8,96,0,0,0,0,IND
586,James Washington,78,PIT,2.0,6,7,4,68,1,0,0,0,CLE
587,Stefon Diggs,94,BUF,1.0,6,8,6,46,1,0,0,0,KC
588,Marcus Johnson,67,IND,1.0,6,8,5,108,0,0,0,0,CIN
589,Zach Pascal,72,IND,1.0,6,7,4,54,1,0,0,0,CIN
590,Kenny Golladay,82,DET,3.0,6,6,4,105,0,0,0,0,JAX
591,Cole Beasley,86,BUF,1.0,6,7,4,45,1,0,0,0,KC
592,Terry McLaurin,91,WAS,1.0,6,12,7,74,0,0,0,0,NYG
593,D.J. Moore,81,CAR,1.0,6,11,5,93,0,0,0,0,CHI
594,Adam Thielen,90,MIN,1.0,6,5,3,51,1,0,0,0,ATL
595,Tim Patrick,77,DEN,1.0,6,8,4,101,0,0,0,0,NE
596,Robert Woods,88,LAR,1.0,6,10,4,29,1,2,11,0,SF
597,CeeDee Lamb,79,DAL,1.0,6,10,7,64,0,0,0,0,ARI
598,Tyler Boyd,86,CIN,1.0,6,8,5,54,0,1,25,0,IND
599,Josh Reynolds,73,LAR,1.0,6,5,2,45,1,0,0,0,SF
600,Davante Adams,96,GB,1.0,6,10,6,61,0,0,0,0,TB
601,Demarcus Robinson,78,KC,2.0,6,6,5,69,0,0,0,0,BUF
602,Jamison Crowder,79,NYJ,1.0,6,13,7,48,0,0,0,0,MIA
603,Darius Slayton,77,NYG,1.0,6,4,2,41,1,1,-3,0,WAS
604,Robby Anderson,85,CAR,1.0,6,5,4,77,0,0,0,0,CHI
605,D.J. Chark,83,JAX,1.0,6,14,7,45,0,0,0,0,DET
606,Randall Cobb,80,HOU,3.0,6,4,3,17,1,0,0,0,TEN
607,Russell Gage,69,ATL,1.0,6,4,4,65,0,0,0,0,MIN
608,Allen Robinson,87,CHI,1.0,6,9,5,53,0,0,0,0,CAR
609,Breshad Perriman,75,NYJ,1.0,6,8,4,62,0,0,0,0,MIA
610,Preston Williams,72,MIA,2.0,6,3,2,18,1,0,0,0,NYJ
611,Chris Godwin,87,TB,1.0,6,7,5,48,0,0,0,0,GB
612,Marquise Brown,78,BAL,2.0,6,6,4,57,0,0,0,0,PHI
613,Dontrelle Inman,75,WAS,1.0,6,5,5,45,0,0,0,0,NYG
614,DeAndre Hopkins,99,ARI,1.0,6,8,2,73,0,0,0,0,DAL
615,Brandon Aiyuk,70,SF,1.0,6,3,2,12,1,0,0,0,LAR
616,Cam Sims,67,WAS,1.0,6,1,1,22,1,0,0,0,NYG
617,Jakeem Grant,74,MIA,1.0,6,4,4,48,0,0,0,0,NYJ
618,Rashard Higgins,74,CLE,1.0,6,2,1,13,1,0,0,0,PIT
619,JJ Arcega-Whiteside,71,PHI,3.0,6,1,0,0,0,0,0,0,BAL
620,Tyler Johnson,68,TB,1.0,6,1,1,7,1,0,0,0,GB
621,Jarvis Landry,87,CLE,1.0,6,5,3,40,0,0,0,0,PIT
622,Damiere Byrd,72,NE,1.0,6,4,3,38,0,0,0,0,DEN
623,Byron Pringle,71,KC,3.0,6,2,2,46,0,0,0,0,BUF
624,Darnell Mooney,67,CHI,1.0,6,5,3,36,0,0,0,0,CAR
625,Isaiah Wright,73,WAS,1.0,6,5,4,25,0,1,1,0,NYG
626,Greg Ward,72,PHI,,6,3,2,19,0,0,0,0,BAL
627,Devante Parker,87,MIA,1.0,6,8,3,35,0,0,0,0,NYJ
628,Kendrick Bourne,75,SF,2.0,6,3,2,44,0,0,0,0,LAR
629,Kalif Raymond,69,TEN,2.0,6,4,3,32,0,0,0,0,HOU
630,Marquez Valdes-Scantling,70,GB,2.0,6,5,3,32,0,0,0,0,TB
631,Devin Duvernay,72,BAL,1.0,6,3,3,31,0,0,0,0,PHI
632,John Hightower,67,PHI,2.0,6,4,1,50,0,0,0,0,BAL
633,Tyreek Hill,96,KC,1.0,6,3,3,20,0,1,5,0,BUF
634,Larry Fitzgerald,77,ARI,1.0,6,4,3,22,0,0,0,0,DAL
635,Jerry Jeudy,75,DEN,1.0,6,5,2,32,0,0,0,0,NE
636,Danny Amendola,81,DET,1.0,6,2,2,31,0,0,0,0,JAX
637,Odell Beckham Jr,93,CLE,1.0,6,4,2,25,0,0,0,0,PIT
638,Michael Gallup,79,DAL,1.0,6,6,2,23,0,0,0,0,ARI
639,Willie Snead,78,BAL,1.0,6,2,1,32,0,0,0,0,PHI
640,Cooper Kupp,88,LAR,1.0,6,9,3,11,0,0,0,0,SF
641,Laviska Shenault Jr,78,JAX,1.0,6,7,3,10,0,1,1,0,DET
642,Anthony Miller,76,CHI,1.0,6,3,3,8,0,0,0,0,CAR
643,Jamal Agnew,67,DET,2.0,6,2,2,17,0,0,0,0,JAX
644,Noah Brown,69,DAL,2.0,6,2,2,15,0,0,0,0,ARI
645,Chad Beebe,68,MIN,2.0,6,5,2,13,0,0,0,0,ATL
646,Cedrick Wilson,72,DAL,2.0,6,3,2,10,0,0,0,0,ARI
647,Marvin Jones,86,DET,1.0,6,5,2,8,0,0,0,0,JAX
648,Braxton Berrios,72,NYJ,2.0,6,3,1,18,0,0,0,0,MIA
649,Julian Edelman,79,NE,1.0,6,6,2,8,0,0,0,0,DEN
650,Isaiah Zuber,67,NE,,6,1,1,16,0,0,0,0,DEN
651,JuJu Smith-Schuster,81,PIT,1.0,6,4,2,6,0,0,0,0,CLE
652,Darrius Shepherd,70,GB,2.0,6,1,1,16,0,0,0,0,TB
653,Cameron Batson,67,TEN,1.0,6,1,1,13,0,0,0,0,HOU
654,Keith Kirkwood,67,CAR,6.0,6,2,1,13,0,0,0,0,CHI
655,T.Y. Hilton,82,IND,1.0,6,5,1,11,0,0,0,0,CIN
656,Miles Boykin,73,BAL,1.0,6,2,1,11,0,0,0,0,PHI
657,Golden Tate,78,NYG,1.0,6,1,1,11,0,0,0,0,WAS
658,Mike Thomas,67,CIN,2.0,6,3,1,10,0,0,0,0,IND
659,Nick Westbrook,67,TEN,2.0,6,0,0,0,0,0,0,0,HOU
660,Mike Evans,90,TB,1.0,6,2,1,10,0,0,0,0,GB
661,Cordarrelle Patterson,74,CHI,2.0,6,1,1,8,0,1,1,0,CAR
662,Jeff Smith,67,NYJ,2.0,6,4,1,8,0,0,0,0,MIA
663,CJ Board,67,NYG,3.0,6,3,1,8,0,0,0,0,WAS
664,Van Jefferson,68,LAR,2.0,6,1,1,8,0,0,0,0,SF
665,Trent Taylor,76,SF,3.0,6,2,1,8,0,0,0,0,LAR
666,Marvin Hall,69,DET,2.0,6,2,1,6,0,1,1,0,JAX
667,Gabriel Davis,72,BUF,2.0,6,1,1,7,0,0,0,0,KC
668,Scott Miller,72,TB,2.0,6,2,1,6,0,0,0,0,GB
669,Chris Conley,75,JAX,2.0,6,2,1,6,0,0,0,0,DET
670,Christian Blake,67,ATL,2.0,6,2,1,5,0,0,0,0,MIN
671,Isaiah McKenzie,69,BUF,2.0,6,1,1,4,0,0,0,0,KC
672,Austin Mack,67,NYG,3.0,6,1,1,1,0,0,0,0,WAS
673,Diontae Spencer,67,DEN,2.0,6,1,0,0,0,1,9,0,NE
674,Tyler Lockett,87,SEA,1.0,7,20,15,200,3,0,0,0,ARI
675,Davante Adams,96,GB,1.0,7,16,13,196,2,0,0,0,HOU
676,Diontae Johnson,77,PIT,1.0,7,15,9,80,2,0,0,0,TEN
677,A.J. Brown,84,TEN,1.0,7,8,6,153,1,0,0,0,PIT
678,Tyler Boyd,86,CIN,1.0,7,13,11,101,1,0,0,0,CLE
679,D.J. Moore,81,CAR,1.0,7,5,4,93,2,0,0,0,NO
680,DeAndre Hopkins,99,ARI,1.0,7,12,10,103,1,0,0,0,SEA
681,Chris Godwin,87,TB,1.0,7,9,9,88,1,0,0,0,LV
682,Scott Miller,72,TB,2.0,7,9,6,109,1,0,0,0,LV
683,Keenan Allen,92,LAC,1.0,7,13,10,125,0,0,0,0,JAX
684,Cole Beasley,86,BUF,1.0,7,12,11,112,0,0,0,0,NYJ
685,Terry McLaurin,91,WAS,1.0,7,11,7,90,1,0,0,0,DAL
686,Nelson Agholor,78,LV,1.0,7,9,5,107,1,0,0,0,TB
687,Christian Kirk,78,ARI,1.0,7,8,5,37,2,0,0,0,SEA
688,Calvin Ridley,89,ATL,1.0,7,7,5,69,1,0,0,0,DET
689,Tee Higgins,76,CIN,1.0,7,5,5,71,1,1,7,0,CLE
690,Sterling Shepard,84,NYG,1.0,7,8,6,59,1,0,0,0,PHI
691,Julio Jones,98,ATL,1.0,7,9,8,97,0,0,0,0,DET
692,Brandon Aiyuk,70,SF,1.0,7,7,6,115,0,0,0,0,NE
693,JuJu Smith-Schuster,81,PIT,1.0,7,14,9,85,0,0,0,0,TEN
694,Tyreek Hill,96,KC,1.0,7,10,6,55,1,0,0,0,DEN
695,Randall Cobb,80,HOU,3.0,7,10,8,95,0,0,0,0,GB
696,Kenny Golladay,82,DET,3.0,7,7,6,114,0,0,0,0,ATL
697,Curtis Samuel,85,CAR,2.0,7,6,6,48,0,1,5,1,NO
698,Rashard Higgins,74,CLE,1.0,7,6,6,110,0,0,0,0,CIN
699,Jalen Guyton,67,LAC,2.0,7,3,2,84,1,0,0,0,JAX
700,Marquez Callaway,67,NO,2.0,7,10,8,75,0,0,0,0,CAR
701,Amari Cooper,92,DAL,1.0,7,7,7,80,0,1,5,0,WAS
702,Corey Davis,80,TEN,1.0,7,10,6,35,1,0,0,0,PIT
703,Josh Reynolds,73,LAR,1.0,7,8,4,52,1,0,0,0,CHI
704,AJ Green,82,CIN,1.0,7,13,7,82,0,0,0,0,CLE
705,Greg Ward,72,PHI,,7,6,5,42,1,0,0,0,NYG
706,Donovan Peoples-Jones,67,CLE,2.0,7,3,3,56,1,0,0,0,CIN
707,Deonte Harris,67,NO,3.0,7,5,4,46,1,0,0,0,CAR
708,Larry Fitzgerald,77,ARI,1.0,7,8,8,62,0,0,0,0,SEA
709,Robby Anderson,85,CAR,1.0,7,8,6,74,0,0,0,0,NO
710,Marvin Jones,86,DET,1.0,7,6,5,80,0,0,0,0,ATL
711,Brandin Cooks,86,HOU,1.0,7,9,7,60,0,0,0,0,GB
712,Will Fuller,87,HOU,1.0,7,6,3,35,1,0,0,0,GB
713,Travis Fulgham,67,PHI,2.0,7,11,5,73,0,0,0,0,NYG
714,Deebo Samuel,82,SF,1.0,7,5,5,65,0,3,7,0,NE
715,Cooper Kupp,88,LAR,1.0,7,6,6,43,0,1,16,0,CHI
716,Russell Gage,69,ATL,1.0,7,7,6,54,0,0,0,0,DET
717,Allen Robinson,87,CHI,1.0,7,4,4,70,0,0,0,0,LAR
718,Golden Tate,78,NYG,1.0,7,2,1,39,1,0,0,0,PHI
719,Stefon Diggs,94,BUF,1.0,7,11,6,48,0,0,0,0,NYJ
720,Jarvis Landry,87,CLE,1.0,7,6,5,48,0,2,4,0,CIN
721,Jakobi Meyers,70,NE,2.0,7,6,4,60,0,1,2,0,SF
722,Chris Conley,75,JAX,2.0,7,2,1,28,1,0,0,0,LAC
723,Tre'Quan Smith,74,NO,3.0,7,4,4,54,0,0,0,0,CAR
724,Danny Amendola,81,DET,1.0,7,4,3,62,0,0,0,0,ATL
725,Mecole Hardman,79,KC,2.0,7,2,2,57,0,1,13,0,DEN
726,David Moore,76,SEA,1.0,7,3,3,54,0,1,4,0,ARI
727,Malik Taylor,71,GB,3.0,7,2,2,6,1,0,0,0,HOU
728,Tyler Johnson,68,TB,1.0,7,2,2,4,1,0,0,0,LV
729,Hunter Renfrow,77,LV,1.0,7,6,4,42,0,0,0,0,TB
730,Denzel Mims,70,NYJ,1.0,7,7,4,42,0,0,0,0,BUF
731,DeSean Jackson,77,PHI,1.0,7,5,3,34,0,1,12,0,NYG
732,Braxton Berrios,72,NYJ,2.0,7,7,4,35,0,0,0,0,BUF
733,Joe Reed,67,LAC,3.0,7,0,0,0,0,2,14,1,JAX
734,Tim Patrick,77,DEN,1.0,7,4,3,44,0,0,0,0,KC
735,Laviska Shenault Jr,78,JAX,1.0,7,3,3,44,0,1,0,0,LAC
736,Mike Thomas,67,CIN,2.0,7,3,2,54,0,0,0,0,CLE
737,Darnell Mooney,67,CHI,1.0,7,7,3,40,0,0,0,0,LAR
738,John Hightower,67,PHI,2.0,7,2,1,59,0,0,0,0,NYG
739,Henry Ruggs III,78,LV,1.0,7,3,2,35,0,1,10,0,TB
740,Mike Evans,90,TB,1.0,7,2,2,37,0,0,0,0,LV
741,Robert Woods,88,LAR,1.0,7,5,3,22,0,4,23,0,CHI
742,K.J. Hamler,69,DEN,2.0,7,3,2,24,0,1,10,0,KC
743,Kenny Stills,85,HOU,4.0,7,4,2,34,0,0,0,0,GB
744,Anthony Miller,76,CHI,1.0,7,5,3,20,0,0,0,0,LAR
745,Breshad Perriman,75,NYJ,1.0,7,2,2,27,0,0,0,0,BUF
746,Daesean Hamilton,72,DEN,2.0,7,3,2,26,0,0,0,0,KC
747,D.K. Metcalf,87,SEA,1.0,7,5,2,23,0,0,0,0,ARI
748,Darius Slayton,77,NYG,1.0,7,4,2,23,0,0,0,0,PHI
749,Cordarrelle Patterson,74,CHI,2.0,7,4,3,11,0,3,1,0,LAR
750,Jerry Jeudy,75,DEN,1.0,7,4,2,20,0,0,0,0,KC
751,D.J. Chark,83,JAX,1.0,7,7,1,26,0,0,0,0,LAC
752,Ray-Ray McCloud,67,PIT,3.0,7,2,2,12,0,0,0,0,TEN
753,Cam Sims,67,WAS,1.0,7,1,1,22,0,0,0,0,DAL
754,Adam Humphries,76,TEN,1.0,7,3,1,19,0,0,0,0,PIT
755,Damiere Byrd,72,NE,1.0,7,2,1,16,0,0,0,0,SF
756,Van Jefferson,68,LAR,2.0,7,1,1,14,0,0,0,0,CHI
757,Julian Edelman,79,NE,1.0,7,3,1,13,0,0,0,0,SF
758,Collin Johnson,67,JAX,3.0,7,1,1,13,0,0,0,0,LAC
759,Isaiah McKenzie,69,BUF,2.0,7,2,2,14,0,1,-11,0,NYJ
760,Keelan Cole,75,JAX,1.0,7,2,1,12,0,0,0,0,LAC
761,Marcus Kemp,67,KC,2.0,7,1,1,11,0,0,0,0,DEN
762,Gabriel Davis,72,BUF,2.0,7,3,1,11,0,0,0,0,NYJ
763,JJ Arcega-Whiteside,71,PHI,3.0,7,1,1,8,0,0,0,0,NYG
764,Javon Wims,67,CHI,3.0,7,2,1,8,0,0,0,0,LAR
765,Andy Isabella,69,ARI,2.0,7,3,1,7,0,0,0,0,SEA
766,N'Keal Harry,74,NE,1.0,7,2,1,6,0,0,0,0,SF
767,Austin Carr,67,NO,3.0,7,1,1,6,0,0,0,0,CAR
768,Brandon Powell,67,ATL,2.0,7,2,1,4,0,0,0,0,DET
769,Mike Williams,79,LAC,1.0,7,3,1,4,0,0,0,0,JAX
770,Brandon Zylstra,67,CAR,3.0,7,1,1,4,0,0,0,0,NO
771,Demarcus Robinson,78,KC,2.0,7,1,1,4,0,0,0,0,DEN
772,Tyron Johnson,71,LAC,2.0,7,1,0,0,0,2,10,0,JAX
773,Marquez Valdes-Scantling,70,GB,2.0,7,4,0,0,0,1,9,0,HOU
774,Chase Claypool,67,PIT,2.0,7,1,1,-2,0,0,0,0,TEN
