,name,rtg,team,dep,week,tgts,rec,rec yds,rec td,att,yds,td,opponent
1458,Mecole Hardman,79,KC,2.0,14,3,3,40,0,0,0,0,MIA
1459,Golden Tate,78,NYG,1.0,14,2,1,39,0,0,0,0,ARI
1460,Chris Godwin,87,TB,1.0,14,3,2,25,0,0,0,0,MIN
1461,Chase Claypool,67,PIT,2.0,14,6,3,15,0,0,0,0,BUF
1462,Corey Davis,80,TEN,1.0,14,3,3,34,0,0,0,0,JAX
1463,Terry McLaurin,91,WAS,1.0,14,6,2,24,0,0,0,0,SF
1464,Christian Kirk,78,ARI,1.0,14,4,3,14,0,0,0,0,NYG
1465,Michael Gallup,79,DAL,1.0,14,6,2,23,0,0,0,0,CIN
1466,Allen Lazard,67,GB,1.0,14,3,2,19,0,0,0,0,DET
1467,Zach Pascal,72,IND,1.0,14,2,1,27,0,0,0,0,LV
1468,D.J. Chark,83,JAX,1.0,14,9,2,16,0,0,0,0,TEN
1469,Anthony Miller,76,CHI,1.0,14,2,2,16,0,0,0,0,HOU
1470,Quintez Cephus,67,DET,2.0,14,2,2,16,0,0,0,0,GB
1471,Penny Hart,73,SEA,2.0,14,1,1,3,0,1,19,0,NYJ
1472,Larry Fitzgerald,77,ARI,1.0,14,3,2,10,0,0,0,0,NYG
1473,Tavon Austin,74,GB,3.0,14,2,2,8,0,0,0,0,DET
1474,Jamison Crowder,79,NYJ,1.0,14,5,2,7,0,0,0,0,SEA
1475,Cordarrelle Patterson,74,CHI,2.0,14,1,0,0,0,6,26,0,HOU
1476,Jaleel Scott,68,NYJ,2.0,14,1,1,16,0,0,0,0,SEA
1477,Miles Boykin,73,BAL,1.0,14,1,1,15,0,0,0,0,CLE
1478,Jeff Smith,67,NYJ,2.0,14,2,1,14,0,0,0,0,SEA
1479,Daesean Hamilton,72,DEN,2.0,14,1,1,13,0,0,0,0,CAR
1480,Demarcus Robinson,78,KC,2.0,14,1,1,13,0,0,0,0,MIA
1481,Cam Sims,67,WAS,1.0,14,2,1,8,0,1,5,0,SF
1482,Isaiah McKenzie,69,BUF,2.0,14,1,1,12,0,0,0,0,PIT
1483,Brandon Powell,67,ATL,2.0,14,1,1,9,0,0,0,0,LAC
1484,KeeSean Johnson,67,ARI,2.0,14,2,1,9,0,0,0,0,NYG
1485,Jalen Guyton,67,LAC,2.0,14,3,1,8,0,0,0,0,ATL
1486,Josh Reynolds,73,LAR,1.0,14,2,1,6,0,0,0,0,NE
1487,Malcolm Perry,67,MIA,2.0,14,2,1,5,0,0,0,0,KC
1488,K.J. Hill,67,LAC,,14,1,1,4,0,0,0,0,ATL
1489,Brandon Zylstra,67,CAR,3.0,14,2,1,3,0,0,0,0,DEN
1490,Quez Watkins,67,PHI,3.0,14,1,1,3,0,0,0,0,NO
1491,Deebo Samuel,82,SF,1.0,14,0,0,0,0,1,9,0,WAS
1492,Javon Wims,67,CHI,3.0,14,0,0,0,0,1,2,0,HOU
1493,Calvin Ridley,89,ATL,1.0,15,14,10,163,1,0,0,0,GB
1494,DeAndre Hopkins,99,ARI,1.0,15,11,9,169,1,1,1,0,PHI
1495,Marvin Jones,86,DET,1.0,15,12,10,112,1,0,0,0,TEN
1496,Stefon Diggs,94,BUF,1.0,15,13,11,147,0,0,0,0,DEN
1497,Zach Pascal,72,IND,1.0,15,6,5,79,2,0,0,0,HOU
1498,Brandon Aiyuk,70,SF,1.0,15,13,9,73,1,0,0,0,DAL
1499,Robert Woods,88,LAR,1.0,15,8,6,56,1,1,40,0,NYJ
1500,Corey Davis,80,TEN,1.0,15,6,4,110,1,0,0,0,DET
1501,Antonio Brown,88,TB,2.0,15,7,5,93,1,0,0,0,ATL
1502,D.J. Moore,81,CAR,1.0,15,8,6,131,0,1,1,0,GB
1503,Cole Beasley,86,BUF,1.0,15,10,8,112,0,0,0,0,DEN
1504,Jarvis Landry,87,CLE,1.0,15,8,7,61,1,0,0,0,NYG
1505,Kendrick Bourne,75,SF,2.0,15,4,4,86,1,0,0,0,DAL
1506,Justin Jefferson,84,MIN,1.0,15,11,8,104,0,0,0,0,CHI
1507,Russell Gage,69,ATL,1.0,15,10,5,68,1,0,0,0,GB
1508,Tyreek Hill,96,KC,1.0,15,10,6,53,1,1,1,0,NO
1509,Mike Evans,90,TB,1.0,15,7,6,110,0,0,0,0,ATL
1510,Darnell Mooney,67,CHI,1.0,15,5,4,49,1,1,16,0,MIN
1511,Jakobi Meyers,70,NE,2.0,15,10,7,111,0,0,0,0,MIA
1512,Marquise Brown,78,BAL,2.0,15,7,6,98,0,0,0,0,JAX
1513,A.J. Brown,84,TEN,1.0,15,6,5,44,1,0,0,0,DET
1514,Tyron Johnson,71,LAC,2.0,15,5,3,61,1,0,0,0,LV
1515,Terry McLaurin,91,WAS,1.0,15,12,7,77,0,0,0,0,SEA
1516,Keke Coutee,73,HOU,2.0,15,7,5,53,1,0,0,0,IND
1517,Chris Godwin,87,TB,1.0,15,5,4,36,1,0,0,0,ATL
1518,CeeDee Lamb,79,DAL,1.0,15,7,5,85,0,0,0,0,SF
1519,Chad Hansen,71,HOU,3.0,15,3,2,55,1,0,0,0,IND
1520,Jalen Guyton,67,LAC,2.0,15,6,4,91,0,1,4,0,LV
1521,Quez Watkins,67,PHI,3.0,15,4,3,40,1,0,0,0,ARI
1522,Jamison Crowder,79,NYJ,1.0,15,8,6,66,0,0,0,0,LAR
1523,Larry Fitzgerald,77,ARI,1.0,15,4,3,35,1,0,0,0,PHI
1524,Allen Robinson,87,CHI,1.0,15,5,4,83,0,0,0,0,MIN
1525,Brandin Cooks,86,HOU,1.0,15,7,6,59,0,0,0,0,IND
1526,Emmanuel Sanders,86,NO,1.0,15,5,4,76,0,0,0,0,KC
1527,Rashard Higgins,74,CLE,1.0,15,5,4,76,0,0,0,0,NYG
1528,Michael Gallup,79,DAL,1.0,15,5,3,26,1,0,0,0,SF
1529,Darius Slayton,77,NYG,1.0,15,9,4,74,0,0,0,0,CLE
1530,Davante Adams,96,GB,1.0,15,10,7,42,0,0,0,0,CAR
1531,T.Y. Hilton,82,IND,1.0,15,6,4,71,0,0,0,0,HOU
1532,Lil'jordan Humphrey,67,NO,6.0,15,4,2,29,1,0,0,0,KC
1533,Mecole Hardman,79,KC,2.0,15,9,3,22,1,1,-5,0,NO
1534,Allen Lazard,67,GB,1.0,15,6,5,56,0,0,0,0,CAR
1535,Lynn Bowden,67,MIA,3.0,15,7,6,37,0,1,9,0,NE
1536,Sammy Watkins,79,KC,1.0,15,6,4,60,0,0,0,0,NO
1537,Laviska Shenault Jr,78,JAX,1.0,15,6,5,43,0,2,1,0,BAL
1538,D.K. Metcalf,87,SEA,1.0,15,6,5,43,0,0,0,0,WAS
1539,D.J. Chark,83,JAX,1.0,15,5,4,53,0,0,0,0,BAL
1540,Jake Kumerow,69,BUF,2.0,15,1,1,22,1,0,0,0,DEN
1541,Adam Thielen,90,MIN,1.0,15,3,2,11,1,0,0,0,CHI
1542,Nelson Agholor,78,LV,1.0,15,8,4,49,0,0,0,0,LAC
1543,Cooper Kupp,88,LAR,1.0,15,5,5,39,0,0,0,0,NYJ
1544,Jalen Reagor,70,PHI,1.0,15,8,5,49,0,1,-10,0,ARI
1545,Sterling Shepard,84,NYG,1.0,15,7,4,51,0,1,-3,0,CLE
1546,Curtis Samuel,85,CAR,2.0,15,9,4,42,0,2,6,0,GB
1547,Donovan Peoples-Jones,67,CLE,2.0,15,3,3,55,0,0,0,0,NYG
1548,Chris Conley,75,JAX,2.0,15,3,1,13,1,0,0,0,BAL
1549,Alshon Jeffery,77,PHI,1.0,15,3,2,63,0,0,0,0,ARI
1550,Chase Claypool,67,PIT,2.0,15,8,3,54,0,1,-6,0,CIN
1551,Mohamed Sanu,79,DET,1.0,15,5,4,38,0,0,0,0,TEN
1552,Richie James,69,SF,2.0,15,7,4,56,0,0,0,0,DAL
1553,Cam Sims,67,WAS,1.0,15,8,5,26,0,0,0,0,SEA
1554,Tyler Lockett,87,SEA,1.0,15,7,4,34,0,0,0,0,WAS
1555,Miles Boykin,73,BAL,1.0,15,2,1,4,1,0,0,0,JAX
1556,K.J. Hill,67,LAC,,15,3,3,39,0,0,0,0,LV
1557,Christian Kirk,78,ARI,1.0,15,4,3,33,0,0,0,0,PHI
1558,Tee Higgins,76,CIN,1.0,15,6,3,31,0,0,0,0,PIT
1559,AJ Green,82,CIN,1.0,15,3,2,40,0,0,0,0,PIT
1560,KeeSean Johnson,67,ARI,2.0,15,3,2,38,0,0,0,0,PHI
1561,Damiere Byrd,72,NE,1.0,15,4,3,24,0,0,0,0,MIA
1562,Travis Fulgham,67,PHI,2.0,15,2,2,30,0,0,0,0,ARI
1563,Danny Amendola,81,DET,1.0,15,4,3,20,0,0,0,0,TEN
1564,Scott Miller,72,TB,2.0,15,3,3,20,0,0,0,0,ATL
1565,Isaiah Ford,68,MIA,3.0,15,3,3,18,0,0,0,0,NE
1566,Denzel Mims,70,NYJ,1.0,15,4,3,18,0,0,0,0,LAR
1567,Demarcus Robinson,78,KC,2.0,15,3,2,27,0,0,0,0,NO
1568,Quintez Cephus,67,DET,2.0,15,3,1,36,0,0,0,0,TEN
1569,Tim Patrick,77,DEN,1.0,15,4,3,14,0,0,0,0,BUF
1570,Keelan Cole,75,JAX,1.0,15,2,2,22,0,0,0,0,BAL
1571,Mike Williams,79,LAC,1.0,15,2,2,22,0,0,0,0,LV
1572,Chad Beebe,68,MIN,2.0,15,2,2,21,0,0,0,0,CHI
1573,Robby Anderson,85,CAR,1.0,15,5,2,21,0,1,-1,0,GB
1574,Gabriel Davis,72,BUF,2.0,15,5,2,18,0,0,0,0,DEN
1575,Mack Hollins,67,MIA,2.0,15,3,2,18,0,0,0,0,NE
1576,Tre'Quan Smith,74,NO,3.0,15,2,1,25,0,0,0,0,KC
1577,David Moore,76,SEA,1.0,15,4,2,10,0,1,5,0,WAS
1578,Golden Tate,78,NYG,1.0,15,3,2,13,0,0,0,0,CLE
1579,River Cracraft,67,SF,3.0,15,2,2,11,0,0,0,0,DAL
1580,Breshad Perriman,75,NYJ,1.0,15,1,1,21,0,0,0,0,LAR
1581,Josh Reynolds,73,LAR,1.0,15,2,2,9,0,0,0,0,NYJ
1582,Braxton Berrios,72,NYJ,2.0,15,3,2,9,0,0,0,0,LAR
1583,Jerry Jeudy,75,DEN,1.0,15,5,1,19,0,0,0,0,BUF
1584,Noah Brown,69,DAL,2.0,15,6,1,13,0,1,4,0,SF
1585,Keenan Allen,92,LAC,1.0,15,3,1,17,0,1,-1,0,LV
1586,Brandon Powell,67,ATL,2.0,15,4,2,5,0,0,0,0,GB
1587,JuJu Smith-Schuster,81,PIT,1.0,15,6,3,15,0,0,0,0,CIN
1588,Laquon Treadwell,70,ATL,2.0,15,1,1,14,0,0,0,0,GB
1589,Anthony Miller,76,CHI,1.0,15,1,1,13,0,0,0,0,MIN
1590,Amari Cooper,92,DAL,1.0,15,3,2,10,0,2,-7,0,SF
1591,N'Keal Harry,74,NE,1.0,15,2,1,12,0,0,0,0,MIA
1592,Zay Jones,78,LV,2.0,15,2,1,9,0,0,0,0,LAC
1593,Robert Foster,72,WAS,2.0,15,2,1,9,0,0,0,0,SEA
1594,Collin Johnson,67,JAX,3.0,15,1,1,8,0,0,0,0,BAL
1595,Isaiah McKenzie,69,BUF,2.0,15,1,1,8,0,0,0,0,DEN
1596,Cordarrelle Patterson,74,CHI,2.0,15,1,1,4,0,1,3,0,MIN
1597,Hunter Renfrow,77,LV,1.0,15,2,1,4,0,0,0,0,LAC
1598,K.J. Hamler,69,DEN,2.0,15,4,1,4,0,0,0,0,BUF
1599,Freddie Swain,67,SEA,2.0,15,1,1,3,0,0,0,0,WAS
1600,Christian Blake,67,ATL,2.0,15,1,1,-1,0,0,0,0,GB
1601,Ray-Ray McCloud,67,PIT,3.0,15,1,1,-2,0,0,0,0,CIN
1602,Malcolm Perry,67,MIA,2.0,15,0,0,0,0,1,4,0,NE
1603,Brandon Zylstra,67,CAR,3.0,15,0,0,0,0,1,1,0,GB
1604,Davante Adams,96,GB,1.0,16,12,11,142,3,0,0,0,TEN
1605,Stefon Diggs,94,BUF,1.0,16,11,9,145,3,0,0,0,NE
1606,Mike Evans,90,TB,1.0,16,12,10,181,2,0,0,0,DET
1607,Michael Gallup,79,DAL,1.0,16,8,6,121,2,0,0,0,PHI
1608,Brandin Cooks,86,HOU,1.0,16,10,7,141,1,0,0,0,CIN
1609,Nelson Agholor,78,LV,1.0,16,6,5,155,1,0,0,0,MIA
1610,JuJu Smith-Schuster,81,PIT,1.0,16,13,9,96,1,0,0,0,IND
1611,Adam Thielen,90,MIN,1.0,16,9,8,97,1,0,0,0,NO
1612,Jamison Crowder,79,NYJ,1.0,16,9,7,92,1,1,14,0,CLE
1613,CeeDee Lamb,79,DAL,1.0,16,5,3,65,1,1,19,1,PHI
1614,Sterling Shepard,84,NYG,1.0,16,12,9,77,1,0,0,0,BAL
1615,Tee Higgins,76,CIN,1.0,16,9,6,99,1,0,0,0,HOU
1616,Curtis Samuel,85,CAR,2.0,16,5,5,106,0,7,52,0,WAS
1617,Allen Robinson,87,CHI,1.0,16,13,10,103,0,0,0,0,JAX
1618,Chris Godwin,87,TB,1.0,16,9,5,84,1,0,0,0,DET
1619,Calvin Ridley,89,ATL,1.0,16,9,5,130,0,1,-7,0,KC
1620,Robby Anderson,85,CAR,1.0,16,10,7,39,1,0,0,0,WAS
1621,D.J. Chark,83,JAX,1.0,16,7,4,62,1,0,0,0,CHI
1622,Amari Cooper,92,DAL,1.0,16,6,4,121,0,0,0,0,PHI
1623,Laviska Shenault Jr,78,JAX,1.0,16,7,5,48,1,0,0,0,CHI
1624,Zach Pascal,72,IND,1.0,16,6,3,64,1,0,0,0,PIT
1625,DeSean Jackson,77,PHI,1.0,16,1,1,81,1,0,0,0,DAL
1626,Braxton Berrios,72,NYJ,2.0,16,3,3,60,1,0,0,0,CLE
1627,Alex Erickson,69,CIN,2.0,16,6,6,88,0,0,0,0,HOU
1628,Cooper Kupp,88,LAR,1.0,16,9,8,66,0,0,0,0,SEA
1629,Christian Kirk,78,ARI,1.0,16,10,7,76,0,0,0,0,SF
1630,Justin Jefferson,84,MIN,1.0,16,10,6,85,0,0,0,0,NO
1631,Antonio Brown,88,TB,2.0,16,6,4,35,1,0,0,0,DET
1632,Emmanuel Sanders,86,NO,1.0,16,5,4,83,0,1,12,0,MIN
1633,Josh Reynolds,73,LAR,1.0,16,10,6,65,0,1,5,0,SEA
1634,DeAndre Hopkins,99,ARI,1.0,16,12,8,48,0,0,0,0,SF
1635,Daesean Hamilton,72,DEN,2.0,16,9,5,77,0,0,0,0,LAC
1636,Marquise Brown,78,BAL,2.0,16,4,4,25,1,0,0,0,NYG
1637,Jerry Jeudy,75,DEN,1.0,16,15,6,61,0,0,0,0,LAC
1638,D.K. Metcalf,87,SEA,1.0,16,8,6,59,0,0,0,0,LAR
1639,Demarcus Robinson,78,KC,2.0,16,2,2,29,1,0,0,0,ATL
1640,Tyreek Hill,96,KC,1.0,16,6,4,65,0,0,0,0,ATL
1641,AJ Green,82,CIN,1.0,16,7,4,64,0,0,0,0,HOU
1642,Keke Coutee,73,HOU,2.0,16,5,5,54,0,0,0,0,CIN
1643,Mike Williams,79,LAC,1.0,16,10,4,54,0,0,0,0,DEN
1644,Chase Claypool,67,PIT,2.0,16,6,4,54,0,0,0,0,IND
1645,Jakeem Grant,74,MIA,1.0,16,6,5,43,0,0,0,0,LV
1646,Cam Sims,67,WAS,1.0,16,9,3,63,0,0,0,0,CAR
1647,Laquon Treadwell,70,ATL,2.0,16,2,2,11,1,0,0,0,KC
1648,T.Y. Hilton,82,IND,1.0,16,7,3,60,0,0,0,0,PIT
1649,Robert Woods,88,LAR,1.0,16,9,4,48,0,2,1,0,SEA
1650,Larry Fitzgerald,77,ARI,1.0,16,8,6,28,0,0,0,0,SF
1651,D.J. Moore,81,CAR,1.0,16,10,5,37,0,0,0,0,WAS
1652,Danny Amendola,81,DET,1.0,16,7,5,37,0,0,0,0,TB
1653,Jakobi Meyers,70,NE,2.0,16,6,4,45,0,0,0,0,BUF
1654,Hunter Renfrow,77,LV,1.0,16,5,5,34,0,0,0,0,MIA
1655,A.J. Brown,84,TEN,1.0,16,8,4,43,0,0,0,0,GB
1656,Darnell Mooney,67,CHI,1.0,16,7,4,39,0,1,2,0,JAX
1657,Isaiah Ford,68,MIA,3.0,16,5,4,37,0,0,0,0,LV
1658,Quez Watkins,67,PHI,3.0,16,3,2,57,0,0,0,0,DAL
1659,Tyler Lockett,87,SEA,1.0,16,5,3,44,0,0,0,0,LAR
1660,Mecole Hardman,79,KC,2.0,16,6,3,24,0,1,20,0,ATL
1661,Jalen Guyton,67,LAC,2.0,16,5,3,43,0,0,0,0,DEN
1662,Isaiah McKenzie,69,BUF,2.0,16,4,4,26,0,2,5,0,NE
1663,KeeSean Johnson,67,ARI,2.0,16,3,2,50,0,0,0,0,SF
1664,Tim Patrick,77,DEN,1.0,16,4,3,39,0,0,0,0,LAC
1665,Russell Gage,69,ATL,1.0,16,5,4,23,0,0,0,0,KC
1666,Gabriel Davis,72,BUF,2.0,16,5,3,33,0,0,0,0,NE
1667,Mack Hollins,67,MIA,2.0,16,4,2,42,0,0,0,0,LV
1668,Jalen Reagor,70,PHI,1.0,16,7,3,30,0,0,0,0,DAL
1669,Chris Conley,75,JAX,2.0,16,3,3,27,0,0,0,0,CHI
1670,Tyron Johnson,71,LAC,2.0,16,3,3,26,0,0,0,0,DEN
1671,Marquez Callaway,67,NO,2.0,16,4,3,26,0,0,0,0,MIN
1672,Keelan Cole,75,JAX,1.0,16,4,3,26,0,0,0,0,CHI
1673,David Moore,76,SEA,1.0,16,1,1,45,0,0,0,0,LAR
1674,Dante Pettis,71,SF,2.0,16,3,2,33,0,0,0,0,ARI
1675,Marvin Jones,86,DET,1.0,16,3,3,19,0,0,0,0,TB
1676,Greg Ward Jr,72,PHI,,16,3,2,27,0,0,0,0,DAL
1677,Cole Beasley,86,BUF,1.0,16,5,3,17,0,0,0,0,NE
1678,Travis Fulgham,67,PHI,2.0,16,3,2,27,0,0,0,0,DAL
1679,Darius Slayton,77,NYG,1.0,16,8,2,26,0,0,0,0,BAL
1680,Tyler Johnson,68,TB,1.0,16,1,1,35,0,0,0,0,DET
1681,Willie Snead,78,BAL,1.0,16,2,2,24,0,0,0,0,NYG
1682,Mohamed Sanu,79,DET,1.0,16,4,2,22,0,0,0,0,TB
1683,Brandon Aiyuk,70,SF,1.0,16,2,1,15,0,1,16,0,ARI
1684,James Washington,78,PIT,2.0,16,3,2,20,0,0,0,0,IND
1685,Robert Foster,72,WAS,2.0,16,2,1,28,0,0,0,0,CAR
1686,Lynn Bowden,67,MIA,3.0,16,3,2,8,0,1,8,0,LV
1687,Sammy Watkins,79,KC,1.0,16,4,2,14,0,0,0,0,ATL
1688,Allen Lazard,67,GB,1.0,16,2,2,14,0,0,0,0,TEN
1689,Andre Roberts,73,BUF,2.0,16,2,2,12,0,0,0,0,NE
1690,Alshon Jeffery,77,PHI,1.0,16,1,1,22,0,0,0,0,DAL
1691,Anthony Miller,76,CHI,1.0,16,3,2,10,0,0,0,0,JAX
1692,Diontae Spencer,67,DEN,2.0,16,2,1,10,0,1,9,0,LAC
1693,CJ Board,67,NYG,3.0,16,2,1,16,0,0,0,0,BAL
1694,Kendrick Bourne,75,SF,2.0,16,1,1,16,0,0,0,0,ARI
1695,Tavon Austin,74,GB,3.0,16,2,2,5,0,0,0,0,TEN
1696,Miles Boykin,73,BAL,1.0,16,2,1,13,0,0,0,0,NYG
1697,Olabisi Johnson,70,MIN,2.0,16,1,1,13,0,0,0,0,NO
1698,Cameron Batson,67,TEN,1.0,16,1,1,12,0,0,0,0,GB
1699,Marvin Hall,69,DET,2.0,16,2,1,12,0,0,0,0,TB
1700,Bryan Edwards,71,LV,2.0,16,1,1,11,0,0,0,0,MIA
1701,Quintez Cephus,67,DET,2.0,16,2,1,9,0,0,0,0,TB
1702,Chad Hansen,71,HOU,3.0,16,3,1,8,0,0,0,0,CIN
1703,Scott Miller,72,TB,2.0,16,2,1,7,0,0,0,0,DET
1704,Devin Duvernay,72,BAL,1.0,16,1,1,0,0,1,7,0,NYG
1705,Damiere Byrd,72,NE,1.0,16,3,1,7,0,0,0,0,BUF
1706,Trenton Irwin,76,CIN,3.0,16,2,1,5,0,0,0,0,HOU
1707,N'Keal Harry,74,NE,1.0,16,4,1,3,0,0,0,0,BUF
1708,Ashton Dulin,68,IND,3.0,16,0,0,0,0,1,8,0,PIT
1709,Henry Ruggs III,78,LV,1.0,16,2,0,0,0,1,7,0,MIA
1710,Breshad Perriman,75,NYJ,1.0,16,6,0,0,0,1,6,0,CLE
1711,K.J. Hamler,69,DEN,2.0,16,0,0,0,0,1,3,0,LAC
